Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (square microns)	Cell Density (per square mm)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (microns)	Category Region ID	Distance from Tissue Category Edge (microns)	Nucleus Area (square microns)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus blue hematox Min (Optical Density, Peak Weighting)	Nucleus blue hematox Mean (Optical Density, Peak Weighting)	Nucleus blue hematox Max (Optical Density, Peak Weighting)	Nucleus blue hematox Std Dev (Optical Density, Peak Weighting)	Nucleus blue hematox Total (Optical Density, Peak Weighting)	Nucleus DAB Min (Optical Density, Peak Weighting)	Nucleus DAB Mean (Optical Density, Peak Weighting)	Nucleus DAB Max (Optical Density, Peak Weighting)	Nucleus DAB Std Dev (Optical Density, Peak Weighting)	Nucleus DAB Total (Optical Density, Peak Weighting)	Lab ID	Slide ID	Annotation ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.7467.26870
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60017				15794.3	40182.0	#N/A	#N/A	5276	14.3	30.3	0.01%	0.48	4.76	10.12	2.12	0.030	0.076	0.123	0.023	9.160	0.068	0.169	0.270	0.047	20.429		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	88.40%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60018				16086.8	40182.0	#N/A	#N/A	5274	8.1	33.0	0.01%	0.51	5.22	9.21	1.77	0.045	0.095	0.140	0.021	12.481	0.138	0.275	0.413	0.065	36.282		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	98.82%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60019				15703.8	40183.0	#N/A	#N/A	5276	21.2	27.3	0.01%	0.59	5.10	7.22	1.42	0.021	0.089	0.134	0.027	9.726	0.071	0.182	0.332	0.065	19.798		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	91.20%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60020				15953.8	40183.5	#N/A	#N/A	5274	26.5	36.3	0.01%	0.65	6.03	8.41	1.39	0.027	0.094	0.137	0.024	13.580	0.075	0.285	0.468	0.080	41.284		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	97.77%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	60021				15518.2	40184.5	#N/A	#N/A	5372	8.8	46.5	0.03%	0.75	7.01	8.00	1.14	0.052	0.152	0.245	0.041	28.268	0.105	0.545	0.778	0.160	101.318		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	76.60%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60022				15695.3	40184.0	#N/A	#N/A	5276	14.9	50.0	0.01%	0.61	7.12	10.09	1.42	0.027	0.088	0.134	0.020	17.656	0.093	0.292	0.470	0.082	58.496		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	98.80%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60023				15730.3	40183.5	#N/A	#N/A	5276	23.2	28.8	0.01%	0.63	4.96	7.84	1.58	0.054	0.107	0.141	0.023	12.311	0.113	0.256	0.434	0.079	29.394		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	96.75%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60024				15833.3	40185.0	#N/A	#N/A	#N/A	0.5	52.3	0.02%	0.64	6.99	9.90	1.42	0.017	0.117	0.215	0.032	24.545	0.068	0.384	0.684	0.126	80.211		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	93.54%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60025				15920.3	40183.5	#N/A	#N/A	#N/A	5.7	55.8	0.02%	0.57	6.50	11.00	1.69	0.023	0.092	0.144	0.025	20.485	0.100	0.350	0.564	0.086	78.035		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60026				16068.8	40183.5	#N/A	#N/A	5274	11.6	57.8	0.02%	0.44	6.00	15.00	2.50	0.027	0.107	0.212	0.034	24.633	0.073	0.211	0.509	0.115	48.740		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	83.95%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60027				16107.8	40185.0	#N/A	#N/A	5274	4.5	66.5	0.02%	0.51	8.71	11.61	1.33	0.028	0.113	0.173	0.026	30.099	0.072	0.377	0.587	0.102	100.152		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.95%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60028				15937.3	40184.5	#N/A	#N/A	5274	16.1	32.0	0.01%	0.67	6.32	6.54	1.03	0.028	0.109	0.164	0.026	13.969	0.109	0.370	0.561	0.117	47.356		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	82.32%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60029				16147.8	40185.0	#N/A	#N/A	5274	4.2	44.8	0.01%	0.62	6.53	8.99	1.38	0.000	0.040	0.097	0.018	7.228	0.077	0.186	0.270	0.048	33.345		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	90.02%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60030				15720.8	40184.5	#N/A	#N/A	5276	25.0	31.8	0.01%	0.66	6.00	7.50	1.25	0.030	0.099	0.154	0.023	12.620	0.123	0.243	0.365	0.059	30.857		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.24%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60031				15821.8	40185.0	#N/A	#N/A	5276	10.3	48.8	0.01%	0.60	6.92	10.66	1.54	0.020	0.098	0.189	0.037	19.044	0.081	0.291	0.504	0.091	56.707		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	95.25%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60032				16327.8	40185.5	#N/A	#N/A	#N/A	0.5	53.5	0.02%	0.62	8.00	9.10	1.14	0.027	0.107	0.271	0.041	22.977	0.066	0.171	0.339	0.051	36.661		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	54.20%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60033				15707.3	40191.5	#N/A	#N/A	5276	15.0	88.3	0.03%	0.23	8.62	22.30	2.59	0.035	0.098	0.165	0.026	34.550	0.074	0.252	0.448	0.089	89.129		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.10%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60034				15746.3	40185.0	#N/A	#N/A	5276	18.1	28.5	0.01%	0.68	5.46	6.87	1.26	0.038	0.109	0.173	0.029	12.386	0.077	0.309	0.514	0.115	35.229		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	41.88%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60035				15767.3	40185.5	#N/A	#N/A	5276	11.0	25.0	0.01%	0.48	4.97	7.70	1.55	0.016	0.069	0.186	0.042	6.913	0.086	0.184	0.392	0.072	18.383		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	73.77%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60036				16018.3	40185.0	#N/A	#N/A	5274	42.5	26.8	0.01%	0.73	5.51	6.51	1.18	0.033	0.103	0.151	0.026	10.974	0.092	0.229	0.366	0.066	24.468		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	95.44%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	60037				15511.2	40185.5	#N/A	#N/A	5372	8.2	33.8	0.02%	0.63	5.96	7.90	1.33	0.056	0.125	0.188	0.026	16.843	0.080	0.447	0.650	0.138	60.293		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	45.78%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	60038				15674.8	40184.5	#N/A	#N/A	5276	2.5	17.3	0.01%	0.71	4.61	5.24	1.14	0.009	0.070	0.130	0.034	4.805	0.046	0.210	0.351	0.091	14.492		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	55.57%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	60039				16343.8	40186.0	#N/A	#N/A	5372	13.9	20.5	0.01%	0.61	3.88	7.43	1.92	0.001	0.107	0.165	0.036	8.768	0.042	0.093	0.157	0.029	7.595		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	63.79%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60040				15606.7	40187.0	#N/A	#N/A	#N/A	2.2	48.5	0.01%	0.47	6.05	11.32	1.87	0.028	0.102	0.175	0.030	19.871	0.165	0.336	0.496	0.082	65.175		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.77%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	60041				15886.8	40185.0	#N/A	#N/A	5372	9.4	15.8	0.01%	0.88	4.00	4.50	1.12	0.008	0.071	0.130	0.030	4.503	0.041	0.219	0.373	0.082	13.821		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	75.07%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	60042				15890.8	40186.0	#N/A	#N/A	5372	13.5	24.3	0.01%	0.66	5.20	6.76	1.30	0.000	0.070	0.127	0.027	6.795	0.049	0.188	0.332	0.060	18.262		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	69.11%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60043				15975.3	40186.5	#N/A	#N/A	5274	38.9	54.5	0.02%	0.56	7.49	10.78	1.44	0.022	0.073	0.115	0.021	15.816	0.058	0.215	0.367	0.065	46.827		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	97.19%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60044				16114.8	40186.0	#N/A	#N/A	#N/A	1.4	27.3	0.01%	0.65	5.44	6.53	1.20	0.025	0.116	0.176	0.030	12.654	0.116	0.409	0.656	0.128	44.527		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	96.50%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60045				15804.3	40185.0	#N/A	#N/A	5276	9.2	15.0	0.00%	0.65	3.50	6.00	1.71	0.045	0.084	0.113	0.016	5.069	0.173	0.261	0.329	0.036	15.638		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.18%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60046				15989.3	40187.5	#N/A	#N/A	5274	49.4	73.8	0.02%	0.58	8.51	12.52	1.47	0.023	0.071	0.115	0.019	21.066	0.091	0.211	0.376	0.058	62.192		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.52%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60047				16001.3	40188.0	#N/A	#N/A	5274	51.7	60.3	0.02%	0.39	9.01	12.49	1.39	0.035	0.068	0.137	0.021	16.336	0.050	0.134	0.201	0.026	32.381		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	95.14%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60048				15593.2	40189.5	#N/A	#N/A	5283	11.0	73.8	0.02%	0.61	9.67	10.43	1.08	0.034	0.128	0.207	0.034	37.776	0.156	0.431	0.655	0.112	127.096		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60049				15809.8	40188.0	#N/A	#N/A	5276	11.0	39.8	0.01%	0.66	6.99	8.02	1.15	0.049	0.135	0.228	0.035	21.398	0.147	0.375	0.586	0.109	59.670		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60050				16012.8	40186.0	#N/A	#N/A	5274	46.6	11.3	0.00%	0.72	3.83	4.25	1.11	0.014	0.047	0.062	0.010	2.134	0.070	0.126	0.171	0.025	5.676		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	87.67%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	60051				15527.2	40187.0	#N/A	#N/A	#N/A	0.7	29.3	0.02%	0.69	5.17	7.37	1.42	0.047	0.092	0.140	0.021	10.759	0.101	0.279	0.464	0.100	32.594		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	83.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60052				15583.2	40189.0	#N/A	#N/A	5283	15.3	64.3	0.02%	0.49	6.77	13.02	1.92	0.023	0.089	0.159	0.024	22.934	0.115	0.371	0.575	0.095	95.380		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60053				15659.8	40190.0	#N/A	#N/A	5276	6.7	66.8	0.02%	0.58	7.42	12.16	1.64	0.007	0.064	0.157	0.026	16.995	0.044	0.106	0.187	0.028	28.290		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	51.74%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60054				15714.8	40187.0	#N/A	#N/A	5276	22.6	27.5	0.01%	0.65	5.46	6.54	1.20	0.057	0.121	0.188	0.030	13.283	0.127	0.341	0.530	0.112	37.493		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	96.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60055				15951.3	40187.0	#N/A	#N/A	5274	22.3	17.8	0.01%	0.69	4.53	5.20	1.15	0.049	0.109	0.173	0.030	7.704	0.138	0.312	0.525	0.099	22.123		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	90.69%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60056				16038.8	40187.0	#N/A	#N/A	5274	33.8	18.3	0.01%	0.75	4.50	5.00	1.11	0.062	0.124	0.177	0.030	9.031	0.151	0.316	0.494	0.084	23.040		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	92.37%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60057				16042.8	40188.5	#N/A	#N/A	5274	31.6	35.0	0.01%	0.58	5.42	9.19	1.70	0.023	0.067	0.129	0.025	9.380	0.097	0.215	0.319	0.047	30.062		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	96.86%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	O	60058				16306.3	40188.5	#N/A	#N/A	#N/A	2.5	41.0	0.01%	0.63	7.58	8.20	1.08	0.002	0.038	0.088	0.011	6.258	0.027	0.099	0.145	0.025	16.202		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	43.37%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	E	60059				15614.2	40187.0	#N/A	#N/A	#N/A	2.2	17.3	0.04%	0.75	4.01	6.01	1.50	0.010	0.051	0.145	0.038	3.494	0.085	0.158	0.227	0.041	10.935		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	51.88%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60060				15928.8	40190.0	#N/A	#N/A	5274	6.4	59.5	0.02%	0.43	8.12	11.26	1.39	0.016	0.066	0.110	0.015	15.728	0.095	0.294	0.450	0.076	69.853		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.79%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60061				15942.8	40190.5	#N/A	#N/A	5274	13.9	63.5	0.02%	0.65	7.50	11.03	1.47	0.045	0.118	0.179	0.027	29.848	0.076	0.304	0.472	0.085	77.307		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.13%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60062				15957.8	40190.5	#N/A	#N/A	5274	23.7	54.8	0.02%	0.52	8.46	9.87	1.17	0.034	0.079	0.118	0.017	17.228	0.092	0.263	0.417	0.074	57.621		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60063				16075.3	40188.0	#N/A	#N/A	5274	14.1	27.5	0.01%	0.63	6.25	6.59	1.05	0.035	0.105	0.160	0.026	11.604	0.129	0.296	0.495	0.096	32.601		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	83.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60064				16095.3	40188.0	#N/A	#N/A	5274	11.9	43.3	0.01%	0.62	6.01	10.01	1.67	0.033	0.108	0.179	0.032	18.697	0.086	0.297	0.529	0.094	51.403		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	97.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60065				15728.3	40187.5	#N/A	#N/A	5276	20.4	9.0	0.00%	0.72	3.57	3.84	1.07	0.045	0.070	0.083	0.008	2.510	0.113	0.191	0.287	0.044	6.869		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	93.16%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60066				15921.8	40189.5	#N/A	#N/A	#N/A	2.5	35.8	0.01%	0.66	6.02	8.00	1.33	0.030	0.123	0.179	0.036	17.581	0.092	0.427	0.674	0.155	60.992		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	81.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60067				16018.3	40189.5	#N/A	#N/A	5274	46.2	41.5	0.01%	0.46	5.32	11.08	2.08	0.038	0.102	0.145	0.023	16.905	0.101	0.245	0.381	0.058	40.681		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	98.90%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60068				16082.8	40189.0	#N/A	#N/A	5274	15.4	51.5	0.02%	0.35	6.51	14.56	2.24	0.025	0.101	0.153	0.031	20.839	0.096	0.251	0.395	0.067	51.778		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	98.57%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60069				15535.7	40190.5	#N/A	#N/A	5283	7.8	48.0	0.01%	0.67	6.99	9.05	1.29	0.018	0.068	0.126	0.021	13.033	0.158	0.356	0.542	0.096	68.429		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.59%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60070				15601.2	40190.0	#N/A	#N/A	5283	7.5	39.3	0.01%	0.68	6.50	8.03	1.23	0.049	0.137	0.202	0.031	21.491	0.168	0.460	0.681	0.133	72.292		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.57%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60071				15803.3	40189.0	#N/A	#N/A	5276	13.0	35.5	0.01%	0.55	5.59	9.28	1.66	0.044	0.105	0.162	0.023	14.849	0.162	0.356	0.547	0.091	50.537		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.71%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60072				15674.8	40195.5	#N/A	#N/A	5276	12.7	133.5	0.04%	0.37	8.69	22.97	2.64	0.025	0.107	0.240	0.037	57.209	0.082	0.359	0.738	0.128	191.701		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.97%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	60073				15897.3	40190.0	#N/A	#N/A	5372	15.7	30.0	0.02%	0.68	5.45	7.22	1.32	0.049	0.146	0.276	0.054	17.512	0.120	0.478	0.754	0.171	57.401		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	65.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60074				16117.3	40192.5	#N/A	#N/A	5274	5.7	79.5	0.02%	0.52	8.91	12.74	1.43	0.022	0.104	0.208	0.027	33.008	0.073	0.348	0.610	0.102	110.546		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.91%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	60075				16249.3	40189.5	#N/A	#N/A	#N/A	2.2	33.8	0.02%	0.77	6.51	6.52	1.00	0.048	0.088	0.126	0.016	11.856	0.078	0.209	0.422	0.056	28.217		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	59.28%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60076				15550.2	40190.0	#N/A	#N/A	5283	10.0	25.5	0.01%	0.76	5.51	6.02	1.09	0.000	0.053	0.091	0.020	5.413	0.146	0.371	0.535	0.093	37.821		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	76.41%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60077				15571.7	40190.0	#N/A	#N/A	5283	15.9	21.8	0.01%	0.68	5.00	6.01	1.20	0.024	0.082	0.123	0.026	7.110	0.145	0.257	0.392	0.061	22.387		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	98.57%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60078				15718.3	40189.5	#N/A	#N/A	5276	20.0	18.5	0.01%	0.58	4.05	6.53	1.61	0.037	0.068	0.112	0.013	5.030	0.117	0.206	0.287	0.047	15.259		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	98.42%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60079				15758.8	40191.0	#N/A	#N/A	5276	8.5	47.5	0.01%	0.66	6.99	8.77	1.25	0.031	0.090	0.139	0.026	17.183	0.115	0.288	0.439	0.077	54.673		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	98.84%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60080				15780.3	40189.0	#N/A	#N/A	5276	6.5	22.8	0.01%	0.56	4.50	8.01	1.78	0.033	0.080	0.123	0.020	7.245	0.092	0.193	0.286	0.044	17.581		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	95.39%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60081				16034.3	40190.0	#N/A	#N/A	5274	39.1	23.8	0.01%	0.71	4.50	6.50	1.44	0.034	0.152	0.324	0.083	14.403	0.077	0.188	0.342	0.065	17.846		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	56.48%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60082				16063.3	40190.5	#N/A	#N/A	5274	20.4	42.0	0.01%	0.59	7.04	8.69	1.23	0.032	0.093	0.135	0.022	15.639	0.053	0.277	0.450	0.095	46.479		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	90.74%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60083				15690.8	40190.0	#N/A	#N/A	5276	14.5	21.8	0.01%	0.72	5.01	6.00	1.20	0.056	0.146	0.233	0.046	12.705	0.142	0.394	0.653	0.131	34.286		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	42.71%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60084				15697.3	40191.5	#N/A	#N/A	5276	12.0	28.0	0.01%	0.59	5.50	8.00	1.45	0.031	0.090	0.132	0.024	10.061	0.122	0.266	0.450	0.089	29.806		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	97.88%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	60085				16298.8	40190.5	#N/A	#N/A	#N/A	1.1	30.8	0.02%	0.62	5.69	6.94	1.22	0.023	0.073	0.247	0.042	8.991	0.053	0.132	0.261	0.044	16.249		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	66.16%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60086				15743.8	40190.0	#N/A	#N/A	5276	13.5	16.3	0.00%	0.40	3.65	7.42	2.03	0.020	0.032	0.055	0.008	2.079	0.094	0.142	0.219	0.023	9.237		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	94.02%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60087				15823.8	40192.0	#N/A	#N/A	5276	11.7	37.5	0.01%	0.42	4.54	12.01	2.65	0.024	0.061	0.114	0.016	9.155	0.090	0.217	0.321	0.053	32.483		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	86.22%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60088				16054.8	40190.5	#N/A	#N/A	5274	24.6	32.5	0.01%	0.60	5.51	8.51	1.54	0.018	0.093	0.162	0.035	12.109	0.077	0.241	0.485	0.095	31.282		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	79.19%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	60089				15524.2	40193.0	#N/A	#N/A	#N/A	1.0	60.8	0.04%	0.53	8.97	10.77	1.20	0.003	0.068	0.213	0.036	16.579	0.044	0.113	0.198	0.033	27.527		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	41.41%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60090				15737.3	40192.0	#N/A	#N/A	5276	13.0	25.3	0.01%	0.63	5.09	6.88	1.35	0.044	0.109	0.160	0.026	11.055	0.105	0.235	0.407	0.082	23.722		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	89.36%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	60091				16329.3	40194.0	#N/A	#N/A	#N/A	0.5	54.3	0.02%	0.56	7.00	11.01	1.57	0.005	0.061	0.298	0.045	13.322	0.036	0.120	0.328	0.043	26.048		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	42.47%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	F	60092				15613.2	40192.0	#N/A	#N/A	#N/A	3.2	41.0	0.11%	0.49	5.02	11.42	2.27	0.046	0.166	0.293	0.053	27.203	0.052	0.124	0.235	0.045	20.290		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	49.01%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60093				15665.3	40191.5	#N/A	#N/A	5276	11.7	16.5	0.00%	0.76	4.01	5.51	1.38	0.013	0.051	0.069	0.012	3.357	0.054	0.124	0.213	0.046	8.157		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	58.22%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60094				15774.8	40191.0	#N/A	#N/A	5276	4.5	32.8	0.01%	0.66	4.51	8.51	1.89	0.045	0.164	0.279	0.057	21.459	0.200	0.376	0.628	0.109	49.229		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	98.14%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	60095				15794.3	40193.5	#N/A	#N/A	5276	5.8	50.3	0.01%	0.50	8.66	9.23	1.07	0.030	0.112	0.176	0.027	22.415	0.110	0.369	0.505	0.085	74.136		27_Scan1	27_Scan1_[15954,40316]	0	0	0	0	99.92%	
