Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (square microns)	Cell Density (per square mm)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (microns)	Category Region ID	Distance from Tissue Category Edge (microns)	Nucleus Area (square microns)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus blue hematox Min (Optical Density, Peak Weighting)	Nucleus blue hematox Mean (Optical Density, Peak Weighting)	Nucleus blue hematox Max (Optical Density, Peak Weighting)	Nucleus blue hematox Std Dev (Optical Density, Peak Weighting)	Nucleus blue hematox Total (Optical Density, Peak Weighting)	Nucleus DAB Min (Optical Density, Peak Weighting)	Nucleus DAB Mean (Optical Density, Peak Weighting)	Nucleus DAB Max (Optical Density, Peak Weighting)	Nucleus DAB Std Dev (Optical Density, Peak Weighting)	Nucleus DAB Total (Optical Density, Peak Weighting)	Lab ID	Slide ID	Annotation ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.7467.26870
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1533				11622.9	41576.2	#N/A	#N/A	#N/A	0.5	38.8	0.02%	0.67	6.99	7.62	1.09	0.018	0.091	0.137	0.021	14.174	0.081	0.401	0.606	0.111	62.190		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1534				11651.9	41576.2	#N/A	#N/A	196	6.3	28.3	0.01%	0.36	7.13	8.27	1.16	0.010	0.084	0.233	0.037	9.445	0.026	0.132	0.399	0.056	14.917		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.36%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1535				11800.9	41575.7	#N/A	#N/A	#N/A	0.5	22.3	0.02%	0.77	4.51	6.00	1.33	0.058	0.122	0.188	0.033	10.864	0.015	0.108	0.207	0.050	9.633		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	61.03%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1536				10918.4	41576.2	#N/A	#N/A	196	9.1	34.0	0.01%	0.74	6.50	6.50	1.00	0.016	0.065	0.102	0.021	8.828	0.164	0.354	0.471	0.073	48.101		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	91.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1537				11049.9	41576.7	#N/A	#N/A	97	36.9	51.0	0.04%	0.67	7.51	9.01	1.20	0.018	0.059	0.145	0.020	11.952	0.106	0.256	0.467	0.082	52.235		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	94.88%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1538				11090.4	41576.2	#N/A	#N/A	#N/A	0.7	27.8	0.02%	0.61	4.76	7.58	1.59	0.023	0.162	0.277	0.066	17.958	0.185	0.558	0.763	0.157	61.962		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	62.51%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	1539				10882.9	41576.2	#N/A	#N/A	196	#N/A	19.5	0.01%	0.76	5.00	5.01	1.00	0.043	0.182	0.303	0.071	14.214	0.225	0.533	0.764	0.147	41.568		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	56.88%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1540				11454.9	41575.7	#N/A	#N/A	75	20.6	14.5	0.01%	0.81	4.02	4.50	1.12	0.015	0.062	0.123	0.026	3.610	0.079	0.185	0.331	0.064	10.748		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	58.30%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1541				11472.9	41577.7	#N/A	#N/A	75	30.4	30.0	0.02%	0.68	5.01	8.00	1.60	0.004	0.082	0.149	0.034	9.823	0.134	0.326	0.503	0.088	39.096		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	77.58%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1542				11539.9	41577.7	#N/A	#N/A	75	32.8	52.8	0.04%	0.69	7.51	8.51	1.13	0.036	0.082	0.156	0.027	17.344	0.065	0.270	0.487	0.089	56.890		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	92.43%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1543				11478.4	41576.7	#N/A	#N/A	75	35.2	22.0	0.02%	0.63	4.71	6.76	1.44	0.009	0.073	0.127	0.027	6.397	0.044	0.207	0.325	0.065	18.188		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	52.51%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1544				11438.9	41576.2	#N/A	#N/A	75	18.1	12.0	0.01%	0.89	3.50	4.00	1.14	0.044	0.065	0.093	0.011	3.127	0.096	0.165	0.244	0.036	7.903		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	82.03%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1545				11491.4	41576.2	#N/A	#N/A	75	42.4	15.0	0.01%	0.62	3.49	6.35	1.82	0.007	0.037	0.058	0.016	2.201	0.075	0.126	0.182	0.028	7.552		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	85.90%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1546				11598.4	41576.7	#N/A	#N/A	#N/A	0.7	23.8	0.02%	0.59	4.53	7.99	1.77	0.026	0.079	0.126	0.024	7.468	0.020	0.076	0.128	0.024	7.247		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	51.06%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1547				11612.9	41578.7	#N/A	#N/A	75	4.3	44.3	0.04%	0.62	6.52	9.00	1.38	0.022	0.108	0.195	0.042	19.085	0.132	0.401	0.651	0.133	71.062		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.14%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1548				11444.4	41577.2	#N/A	#N/A	75	16.5	23.0	0.02%	0.72	4.51	6.50	1.44	0.038	0.093	0.157	0.032	8.567	0.074	0.285	0.488	0.094	26.203		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	67.48%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1549				11512.4	41581.7	#N/A	#N/A	75	35.9	63.5	0.05%	0.47	7.10	13.62	1.92	0.020	0.068	0.114	0.019	17.220	0.084	0.232	0.388	0.065	58.959		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	98.71%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1550				11564.4	41579.7	#N/A	#N/A	75	10.1	61.5	0.05%	0.58	8.30	10.04	1.21	0.036	0.118	0.203	0.041	29.093	0.115	0.390	0.576	0.101	96.004		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.53%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1551				11572.4	41577.2	#N/A	#N/A	75	3.9	19.3	0.02%	0.67	4.04	6.52	1.61	0.025	0.134	0.209	0.045	10.345	0.092	0.271	0.453	0.094	20.904		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.52%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	1552				11660.9	41578.2	#N/A	#N/A	196	9.9	22.8	0.01%	0.50	3.69	7.94	2.15	0.042	0.085	0.122	0.019	7.726	0.006	0.058	0.153	0.035	5.242		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	95.40%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1553				10958.4	41580.7	#N/A	#N/A	196	12.4	63.0	0.03%	0.61	7.95	10.06	1.27	0.046	0.192	0.354	0.065	48.359	0.063	0.602	0.921	0.186	151.770		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	52.16%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1554				11021.4	41577.7	#N/A	#N/A	97	33.2	18.5	0.02%	0.72	4.50	5.50	1.22	0.025	0.090	0.151	0.030	6.678	0.055	0.092	0.139	0.021	6.839		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	57.63%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1555				11110.4	41579.7	#N/A	#N/A	97	4.5	46.8	0.04%	0.70	7.71	7.71	1.00	0.032	0.100	0.178	0.030	18.778	0.178	0.500	0.700	0.125	93.483		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.83%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1556				11401.9	41577.7	#N/A	#N/A	196	11.7	13.8	0.01%	0.72	3.69	4.74	1.29	0.048	0.095	0.141	0.022	5.201	0.122	0.338	0.479	0.073	18.596		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	35.73%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	L	1557				11420.4	41578.7	#N/A	#N/A	#N/A	2.5	32.5	0.03%	0.68	5.88	7.43	1.26	0.035	0.119	0.204	0.035	15.502	0.042	0.406	0.713	0.163	52.747		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	41.43%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	1558				11592.4	41578.2	#N/A	#N/A	#N/A	1.1	25.3	0.01%	0.76	5.52	6.00	1.09	0.027	0.100	0.165	0.030	10.072	0.074	0.321	0.578	0.144	32.394		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	68.25%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	1559				11723.4	41578.7	#N/A	#N/A	196	11.4	29.8	0.01%	0.71	6.01	6.50	1.08	0.011	0.105	0.254	0.054	12.461	0.168	0.470	0.785	0.150	55.871		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	48.81%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1560				11010.4	41579.2	#N/A	#N/A	97	31.8	19.3	0.02%	0.84	3.51	6.01	1.71	0.027	0.061	0.091	0.016	4.684	0.085	0.182	0.300	0.054	13.996		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	68.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1561				11605.4	41580.2	#N/A	#N/A	75	6.2	57.5	0.05%	0.64	8.51	9.50	1.12	0.013	0.079	0.146	0.021	18.061	0.119	0.341	0.532	0.073	78.374		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.62%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1562				11093.4	41579.2	#N/A	#N/A	97	3.0	14.5	0.01%	0.56	3.62	5.81	1.60	0.014	0.040	0.063	0.013	2.319	0.104	0.226	0.352	0.057	13.105		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	78.27%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1563				11117.9	41580.2	#N/A	#N/A	#N/A	2.5	37.3	0.03%	0.62	6.29	8.73	1.39	0.021	0.138	0.215	0.054	20.506	0.187	0.504	0.721	0.160	75.126		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.05%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1564				11626.9	41579.7	#N/A	#N/A	75	3.5	16.8	0.01%	0.62	4.53	5.47	1.21	0.017	0.078	0.143	0.035	5.210	0.111	0.370	0.617	0.125	24.783		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	46.74%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1565				11713.9	41578.7	#N/A	#N/A	196	12.3	14.5	0.01%	0.71	4.40	4.40	1.00	0.055	0.135	0.187	0.038	7.811	0.045	0.199	0.332	0.086	11.522		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	69.41%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1566				11768.4	41579.2	#N/A	#N/A	75	3.2	25.8	0.02%	0.67	5.81	6.00	1.03	0.024	0.057	0.112	0.017	5.871	0.092	0.180	0.255	0.029	18.505		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	68.00%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1567				11145.4	41579.7	#N/A	#N/A	#N/A	2.2	23.5	0.02%	0.74	5.51	5.51	1.00	0.009	0.029	0.051	0.010	2.770	0.090	0.196	0.307	0.052	18.425		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	42.35%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1568				11531.4	41580.7	#N/A	#N/A	75	33.7	34.8	0.03%	0.73	6.02	7.50	1.25	0.044	0.096	0.147	0.023	13.350	0.084	0.189	0.280	0.051	26.270		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	88.78%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1569				11104.4	41583.2	#N/A	#N/A	#N/A	3.5	63.8	0.05%	0.54	8.28	9.69	1.17	0.030	0.155	0.254	0.049	39.637	0.120	0.543	0.761	0.128	138.411		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.84%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1570				11434.4	41581.7	#N/A	#N/A	75	14.8	40.5	0.03%	0.57	6.86	7.94	1.16	0.018	0.099	0.146	0.024	16.092	0.064	0.243	0.382	0.083	39.287		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	82.06%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1571				11639.9	41583.7	#N/A	#N/A	#N/A	5.5	89.5	0.07%	0.56	9.88	13.14	1.33	0.015	0.090	0.156	0.025	32.236	0.118	0.359	0.598	0.088	128.678		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.89%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1572				11201.9	41581.2	#N/A	#N/A	110	3.6	35.0	0.03%	0.70	6.00	7.50	1.25	0.003	0.062	0.156	0.021	8.636	0.069	0.200	0.333	0.057	28.064		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	66.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1573				11405.4	41581.2	#N/A	#N/A	196	10.5	30.0	0.01%	0.65	5.46	7.59	1.39	0.021	0.173	0.283	0.071	20.796	0.129	0.571	0.816	0.152	68.467		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	81.48%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1574				11552.4	41581.7	#N/A	#N/A	75	22.0	47.3	0.04%	0.53	6.54	10.80	1.65	0.016	0.059	0.107	0.019	11.087	0.083	0.191	0.315	0.050	36.127		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	92.62%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1575				11028.9	41582.2	#N/A	#N/A	97	40.3	42.5	0.04%	0.73	7.01	7.51	1.07	0.032	0.079	0.121	0.019	13.491	0.099	0.336	0.523	0.094	57.137		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	92.31%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1576				11070.4	41582.2	#N/A	#N/A	97	18.8	49.8	0.04%	0.63	6.67	10.55	1.58	0.024	0.049	0.096	0.013	9.786	0.092	0.239	0.424	0.065	47.544		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	95.55%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	1577				11394.9	41581.2	#N/A	#N/A	196	12.0	18.5	0.01%	0.80	4.51	5.01	1.11	0.026	0.122	0.193	0.037	9.039	0.016	0.256	0.461	0.132	18.924		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	54.97%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1578				11542.9	41581.2	#N/A	#N/A	75	31.5	19.5	0.02%	0.58	4.05	5.81	1.43	0.023	0.051	0.078	0.014	3.985	0.107	0.186	0.234	0.026	14.473		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.38%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1579				11790.9	41583.2	#N/A	#N/A	75	7.0	51.5	0.04%	0.44	7.10	12.56	1.77	0.010	0.054	0.093	0.017	11.028	0.025	0.108	0.233	0.039	22.179		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	35.83%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1580				10973.4	41582.2	#N/A	#N/A	#N/A	1.8	24.0	0.02%	0.57	5.85	6.58	1.13	0.000	0.014	0.029	0.005	1.355	0.049	0.103	0.173	0.028	9.880		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	72.63%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1581				11040.9	41582.2	#N/A	#N/A	97	46.5	31.3	0.03%	0.60	6.52	7.49	1.15	0.014	0.037	0.058	0.010	4.575	0.095	0.177	0.316	0.046	22.099		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.20%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1582				11445.4	41582.2	#N/A	#N/A	75	11.5	41.5	0.03%	0.67	6.03	9.01	1.50	0.039	0.085	0.130	0.020	14.094	0.096	0.288	0.481	0.080	47.814		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	95.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1583				11632.4	41583.2	#N/A	#N/A	75	6.0	38.3	0.03%	0.59	6.73	7.84	1.17	0.013	0.082	0.139	0.028	12.523	0.095	0.307	0.478	0.090	46.976		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	88.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1584				10898.4	41581.7	#N/A	#N/A	196	5.4	13.5	0.01%	0.81	4.01	4.01	1.00	0.001	0.011	0.023	0.006	0.567	0.035	0.117	0.203	0.046	6.313		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	59.03%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1585				10904.9	41581.7	#N/A	#N/A	196	4.9	25.3	0.01%	0.72	4.50	7.00	1.56	0.030	0.063	0.118	0.019	6.401	0.088	0.331	0.575	0.117	33.388		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	50.73%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1586				11015.4	41583.7	#N/A	#N/A	97	37.3	38.3	0.03%	0.53	6.87	8.29	1.21	0.017	0.043	0.076	0.013	6.610	0.052	0.129	0.207	0.036	19.698		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	80.43%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1587				11050.4	41583.7	#N/A	#N/A	97	38.2	65.3	0.05%	0.49	8.50	11.00	1.29	0.031	0.073	0.110	0.016	19.065	0.107	0.244	0.444	0.065	63.727		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.59%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1588				11598.9	41584.7	#N/A	#N/A	75	8.1	51.3	0.04%	0.50	7.74	9.10	1.18	0.017	0.089	0.163	0.023	18.207	0.064	0.342	0.537	0.122	70.056		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.60%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1589				11077.9	41583.7	#N/A	#N/A	97	13.4	35.3	0.03%	0.63	5.47	8.99	1.64	0.031	0.072	0.134	0.023	10.121	0.121	0.236	0.390	0.059	33.263		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	93.50%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1590				11265.4	41584.7	#N/A	#N/A	107	8.7	49.3	0.04%	0.64	7.50	9.00	1.20	0.001	0.043	0.085	0.017	8.475	0.082	0.207	0.364	0.059	40.853		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	94.31%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1591				11687.4	41583.2	#N/A	#N/A	196	8.5	22.3	0.01%	0.58	4.75	6.16	1.30	0.000	0.088	0.196	0.050	7.810	0.142	0.311	0.621	0.101	27.716		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	53.24%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1592				10884.4	41583.7	#N/A	#N/A	196	11.0	38.5	0.02%	0.72	6.51	7.51	1.15	0.040	0.150	0.297	0.055	23.107	0.215	0.550	0.823	0.138	84.640		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	45.56%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1593				11427.9	41585.2	#N/A	#N/A	75	11.2	30.3	0.02%	0.56	5.19	9.20	1.77	0.036	0.130	0.223	0.055	15.751	0.161	0.338	0.556	0.107	40.862		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	76.62%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	L	1594				11476.9	41583.2	#N/A	#N/A	75	30.3	22.8	0.02%	0.71	5.51	5.51	1.00	0.045	0.095	0.134	0.022	8.640	0.048	0.328	0.563	0.141	29.889		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	53.51%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1595				11765.9	41583.2	#N/A	#N/A	75	4.5	22.5	0.02%	0.56	4.41	7.38	1.67	0.003	0.087	0.178	0.038	7.866	0.102	0.331	0.683	0.136	29.759		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	79.06%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1596				11130.9	41584.2	#N/A	#N/A	#N/A	0.5	18.0	0.01%	0.74	4.00	6.01	1.50	0.012	0.032	0.052	0.010	2.296	0.055	0.090	0.145	0.022	6.472		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	49.81%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1597				11616.4	41584.7	#N/A	#N/A	75	9.5	55.8	0.05%	0.53	7.29	11.53	1.58	0.023	0.156	0.274	0.063	34.780	0.071	0.257	0.451	0.082	57.353		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	Tar	E	1598				11115.9	41586.2	#N/A	#N/A	#N/A	2.5	50.8	3.14%	0.57	7.86	8.81	1.12	0.045	0.265	0.436	0.104	53.836	0.216	0.575	0.837	0.162	116.807		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1599				10876.9	41585.7	#N/A	#N/A	196	#N/A	27.8	0.01%	0.61	4.99	7.65	1.53	0.007	0.058	0.100	0.024	6.457	0.042	0.126	0.194	0.032	14.000		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	46.57%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1600				11024.4	41586.7	#N/A	#N/A	97	#N/A	51.5	0.04%	0.72	8.00	8.50	1.06	0.007	0.076	0.138	0.023	15.682	0.048	0.325	0.569	0.133	66.904		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	68.40%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1601				11461.4	41587.7	#N/A	#N/A	75	15.2	54.8	0.05%	0.61	7.95	8.99	1.13	0.023	0.110	0.174	0.034	24.104	0.130	0.342	0.508	0.087	75.004		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.13%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1602				11522.4	41587.2	#N/A	#N/A	75	40.0	68.0	0.06%	0.43	7.65	13.74	1.80	0.028	0.070	0.123	0.020	19.040	0.066	0.189	0.307	0.051	51.287		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.89%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1603				11061.9	41585.7	#N/A	#N/A	97	28.0	26.0	0.02%	0.59	5.01	8.01	1.60	0.021	0.034	0.053	0.007	3.575	0.074	0.133	0.203	0.027	13.853		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	92.13%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1604				11580.4	41584.7	#N/A	#N/A	#N/A	1.0	11.0	0.00%	0.88	3.52	4.00	1.14	0.016	0.116	0.234	0.075	5.083	0.048	0.111	0.181	0.038	4.872		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	57.52%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1605				11743.9	41586.2	#N/A	#N/A	75	5.4	26.3	0.02%	0.55	5.80	6.86	1.18	0.008	0.035	0.057	0.013	3.685	0.038	0.101	0.158	0.025	10.616		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	61.52%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1606				10982.4	41587.2	#N/A	#N/A	97	11.9	25.5	0.02%	0.69	5.00	7.00	1.40	0.075	0.201	0.303	0.056	20.501	0.018	0.108	0.196	0.053	11.053		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	67.40%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1607				11035.9	41587.2	#N/A	#N/A	97	#N/A	42.0	0.03%	0.63	6.51	9.34	1.43	0.028	0.071	0.109	0.014	11.974	0.099	0.306	0.485	0.084	51.428		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1608				11683.4	41587.2	#N/A	#N/A	#N/A	2.9	28.5	0.01%	0.65	4.87	7.65	1.57	0.016	0.130	0.237	0.057	14.819	0.137	0.486	0.777	0.150	55.443		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.39%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1609				11055.9	41588.2	#N/A	#N/A	97	34.5	51.5	0.04%	0.61	8.13	8.53	1.05	0.038	0.074	0.115	0.016	15.196	0.147	0.306	0.471	0.069	62.982		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1610				11087.4	41589.2	#N/A	#N/A	97	12.4	67.8	0.06%	0.57	7.58	11.11	1.47	0.026	0.107	0.172	0.029	28.971	0.097	0.317	0.473	0.083	85.891		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.04%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1611				11455.4	41586.7	#N/A	#N/A	75	11.7	19.5	0.02%	0.72	4.62	5.72	1.24	0.021	0.066	0.104	0.020	5.175	0.115	0.296	0.397	0.067	23.052		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	91.91%	
