Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (square microns)	Cell Density (per square mm)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (microns)	Category Region ID	Distance from Tissue Category Edge (microns)	Nucleus Area (square microns)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus blue hematox Min (Optical Density, Peak Weighting)	Nucleus blue hematox Mean (Optical Density, Peak Weighting)	Nucleus blue hematox Max (Optical Density, Peak Weighting)	Nucleus blue hematox Std Dev (Optical Density, Peak Weighting)	Nucleus blue hematox Total (Optical Density, Peak Weighting)	Nucleus DAB Min (Optical Density, Peak Weighting)	Nucleus DAB Mean (Optical Density, Peak Weighting)	Nucleus DAB Max (Optical Density, Peak Weighting)	Nucleus DAB Std Dev (Optical Density, Peak Weighting)	Nucleus DAB Total (Optical Density, Peak Weighting)	Lab ID	Slide ID	Annotation ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.7467.26870
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1904				12446.5	40943.6	#N/A	#N/A	283	11.7	27.5	0.01%	0.65	5.89	6.43	1.09	0.028	0.099	0.158	0.032	10.909	0.142	0.291	0.518	0.100	32.059		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	95.71%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	1905				12160.5	40946.1	#N/A	#N/A	392	9.2	23.0	0.01%	0.55	3.69	7.93	2.15	0.018	0.076	0.148	0.034	7.008	0.052	0.130	0.244	0.050	11.940		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	92.28%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1906				12431.0	40946.1	#N/A	#N/A	#N/A	2.7	31.3	0.01%	0.60	5.81	7.94	1.37	0.012	0.090	0.191	0.052	11.295	0.087	0.213	0.367	0.080	26.572		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	86.13%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1907				12466.0	40946.1	#N/A	#N/A	#N/A	0.5	26.3	0.01%	0.65	6.09	6.10	1.00	0.012	0.065	0.135	0.028	6.873	0.080	0.242	0.418	0.068	25.384		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	83.60%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1908				12455.0	40948.1	#N/A	#N/A	283	6.0	49.0	0.02%	0.62	7.26	8.97	1.24	0.041	0.131	0.232	0.037	25.598	0.121	0.418	0.634	0.149	81.908		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	97.49%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1909				12437.5	40949.6	#N/A	#N/A	#N/A	2.1	47.0	0.02%	0.60	7.25	8.62	1.19	0.024	0.107	0.150	0.022	20.105	0.119	0.443	0.659	0.132	83.193		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.25%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1910				12443.5	40950.6	#N/A	#N/A	#N/A	4.3	40.5	0.01%	0.53	5.12	10.40	2.03	0.036	0.138	0.242	0.042	22.437	0.127	0.362	0.682	0.143	58.572		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	96.06%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	F	1911				11861.9	40951.1	#N/A	#N/A	337	6.4	16.3	0.16%	0.80	3.53	5.50	1.56	0.019	0.114	0.200	0.041	7.429	0.026	0.081	0.157	0.041	5.251		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	52.87%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1912				12450.0	40954.1	#N/A	#N/A	283	5.4	43.8	0.01%	0.52	5.88	9.43	1.60	0.028	0.173	0.277	0.055	30.289	0.198	0.451	0.659	0.116	78.877		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.95%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1913				12460.5	40954.1	#N/A	#N/A	#N/A	1.5	45.5	0.02%	0.64	6.52	9.35	1.43	0.037	0.152	0.218	0.041	27.655	0.131	0.456	0.709	0.168	82.915		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	93.24%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1914				12049.5	40955.1	#N/A	#N/A	392	7.2	17.8	0.01%	0.62	4.39	5.10	1.16	0.005	0.058	0.119	0.026	4.135	0.084	0.340	0.479	0.082	24.121		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	40.50%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1915				12071.0	40956.1	#N/A	#N/A	392	4.9	42.0	0.02%	0.72	6.01	8.51	1.42	0.027	0.102	0.182	0.039	17.104	0.161	0.358	0.557	0.098	60.146		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	91.45%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S		1916				11805.4	40957.1	#N/A	#N/A	391	#N/A	17.5	0.01%	0.86	4.00	5.00	1.25	0.024	0.078	0.121	0.020	5.495	0.161	0.327	0.458	0.067	22.889		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0		
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1917				12445.5	40958.1	#N/A	#N/A	#N/A	0.5	30.5	0.01%	0.51	5.36	8.40	1.57	0.025	0.113	0.210	0.038	13.840	0.119	0.333	0.476	0.080	40.577		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	97.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1918				12053.0	40959.1	#N/A	#N/A	#N/A	2.1	42.0	0.02%	0.67	7.00	8.01	1.14	0.020	0.151	0.252	0.049	25.302	0.139	0.553	0.840	0.162	92.945		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	87.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	1919				12162.5	40958.6	#N/A	#N/A	#N/A	0.5	14.5	0.01%	0.81	3.51	5.01	1.42	0.024	0.120	0.179	0.038	6.987	0.024	0.103	0.203	0.046	5.951		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	56.05%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1920				12452.5	40961.6	#N/A	#N/A	#N/A	2.1	42.3	0.02%	0.50	5.74	9.53	1.66	0.023	0.088	0.166	0.028	14.949	0.182	0.384	0.630	0.113	64.900		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.35%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1921				12039.0	40963.6	#N/A	#N/A	#N/A	1.0	78.3	0.04%	0.56	8.66	12.51	1.44	0.000	0.136	0.255	0.046	42.555	0.139	0.537	0.782	0.165	168.001		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.87%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1922				12063.0	40965.6	#N/A	#N/A	284	6.5	105.3	0.04%	0.46	9.25	16.45	1.78	0.001	0.098	0.182	0.037	41.156	0.064	0.256	0.405	0.064	107.836		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.72%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1923				12459.0	40963.1	#N/A	#N/A	394	6.3	18.3	0.01%	0.50	4.00	7.01	1.75	0.005	0.034	0.064	0.012	2.457	0.071	0.139	0.184	0.022	10.152		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	94.74%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1924				12049.0	40966.6	#N/A	#N/A	#N/A	3.5	26.8	0.01%	0.44	5.28	8.43	1.59	0.007	0.045	0.084	0.017	4.821	0.100	0.151	0.243	0.030	16.126		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	96.58%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1925				12170.0	40965.6	#N/A	#N/A	#N/A	0.5	37.3	0.01%	0.69	7.00	7.02	1.00	0.002	0.060	0.103	0.021	8.916	0.068	0.160	0.259	0.043	23.773		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	72.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1926				12027.5	40967.1	#N/A	#N/A	392	6.1	24.5	0.01%	0.64	4.75	6.51	1.37	0.009	0.039	0.099	0.018	3.853	0.092	0.267	0.423	0.077	26.195		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	44.23%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1927				12167.0	40969.6	#N/A	#N/A	#N/A	0.5	17.5	0.01%	0.55	3.70	6.52	1.76	0.017	0.087	0.154	0.029	6.095	0.018	0.059	0.127	0.028	4.151		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	35.83%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1928				11807.4	40969.6	#N/A	#N/A	391	#N/A	24.0	0.01%	0.68	4.51	7.01	1.56	0.019	0.056	0.100	0.017	5.366	0.046	0.137	0.256	0.047	13.184		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	47.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1929				12044.5	40971.6	#N/A	#N/A	284	7.5	37.0	0.01%	0.69	6.58	7.29	1.11	0.025	0.086	0.137	0.021	12.713	0.148	0.314	0.489	0.083	46.467		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	98.86%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1930				12036.5	40973.1	#N/A	#N/A	#N/A	3.5	55.0	0.02%	0.56	6.74	11.11	1.65	0.033	0.107	0.238	0.039	23.523	0.167	0.430	0.742	0.147	94.668		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	98.86%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1931				12108.5	40976.1	#N/A	#N/A	#N/A	1.5	60.8	0.03%	0.61	7.67	10.79	1.41	0.027	0.111	0.183	0.031	27.062	0.105	0.492	0.735	0.164	119.658		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.08%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	1932				12141.0	40976.1	#N/A	#N/A	392	11.6	48.3	0.02%	0.57	7.58	8.28	1.09	0.055	0.172	0.265	0.049	33.164	0.102	0.476	0.759	0.202	91.817		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	68.49%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	1933				12173.5	40975.1	#N/A	#N/A	392	8.1	29.0	0.01%	0.43	3.91	9.90	2.54	0.000	0.087	0.142	0.036	10.091	0.030	0.141	0.242	0.054	16.327		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	91.97%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	O	1934				12185.5	40977.1	#N/A	#N/A	392	12.7	37.3	0.02%	0.64	6.52	7.58	1.16	0.000	0.057	0.116	0.028	8.522	0.025	0.144	0.247	0.044	21.507		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	39.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1935				12093.5	40978.6	#N/A	#N/A	#N/A	3.5	66.0	0.02%	0.68	8.51	10.02	1.18	0.023	0.062	0.109	0.018	16.391	0.091	0.290	0.481	0.075	76.591		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	98.56%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1936				12075.0	40976.6	#N/A	#N/A	284	7.1	23.8	0.01%	0.71	5.50	6.00	1.09	0.011	0.065	0.112	0.021	6.194	0.124	0.291	0.464	0.091	27.629		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	87.18%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	L	1937				12079.0	40976.1	#N/A	#N/A	284	4.6	12.5	0.00%	0.80	4.00	4.02	1.01	0.024	0.081	0.142	0.029	4.065	0.108	0.306	0.509	0.109	15.289		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	38.71%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1938				12116.5	40979.6	#N/A	#N/A	#N/A	0.5	73.3	0.03%	0.44	7.11	13.10	1.84	0.008	0.107	0.185	0.037	31.445	0.159	0.408	0.696	0.109	119.604		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.97%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1939				12067.0	40980.6	#N/A	#N/A	284	15.6	84.0	0.03%	0.57	10.31	11.89	1.15	0.013	0.064	0.131	0.029	21.346	0.076	0.195	0.343	0.054	65.548		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.26%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1940				12060.0	40980.1	#N/A	#N/A	284	19.7	27.5	0.01%	0.65	5.81	6.16	1.06	0.027	0.060	0.117	0.018	6.607	0.120	0.264	0.404	0.063	29.019		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	96.10%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1941				12349.5	40980.6	#N/A	#N/A	392	13.0	49.0	0.02%	0.73	7.52	8.03	1.07	0.000	0.049	0.129	0.022	9.652	0.049	0.175	0.298	0.049	34.231		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	61.41%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1942				12074.5	40988.1	#N/A	#N/A	284	17.0	91.8	0.03%	0.34	7.70	18.45	2.40	0.006	0.066	0.137	0.021	24.048	0.084	0.225	0.373	0.061	82.572		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.28%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1943				12054.5	40985.6	#N/A	#N/A	284	21.5	60.5	0.02%	0.66	8.00	10.00	1.25	0.029	0.077	0.132	0.019	18.702	0.102	0.315	0.441	0.072	76.141		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.58%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1944				12099.5	40983.1	#N/A	#N/A	284	6.3	21.5	0.01%	0.53	4.70	7.20	1.53	0.016	0.036	0.063	0.011	3.060	0.052	0.136	0.212	0.039	11.716		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	80.37%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1945				12108.0	40983.6	#N/A	#N/A	284	6.5	28.0	0.01%	0.73	6.01	6.01	1.00	0.021	0.086	0.129	0.024	9.646	0.115	0.323	0.492	0.083	36.179		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	95.43%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1946				12047.0	40984.6	#N/A	#N/A	284	14.0	36.5	0.01%	0.61	6.26	8.23	1.32	0.000	0.057	0.101	0.017	8.278	0.098	0.278	0.462	0.077	40.527		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	97.60%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	1947				12220.0	40985.1	#N/A	#N/A	#N/A	4.2	26.5	0.01%	0.37	3.38	10.05	2.98	0.032	0.104	0.155	0.027	10.977	0.020	0.090	0.154	0.032	9.568		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.89%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1948				12083.5	40986.1	#N/A	#N/A	284	12.0	51.8	0.02%	0.53	7.18	10.44	1.45	0.013	0.095	0.183	0.030	19.699	0.095	0.262	0.471	0.095	54.181		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	92.83%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1949				12123.5	40984.1	#N/A	#N/A	#N/A	1.0	27.0	0.01%	0.70	4.52	7.51	1.66	0.036	0.129	0.232	0.048	13.936	0.127	0.381	0.628	0.132	41.168		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	86.22%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1950				12137.0	40987.1	#N/A	#N/A	#N/A	0.5	61.3	0.02%	0.71	8.53	9.01	1.06	0.030	0.118	0.214	0.031	29.017	0.050	0.376	0.598	0.123	92.193		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	93.21%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1951				12230.5	40988.1	#N/A	#N/A	392	11.7	31.5	0.01%	0.69	6.16	6.52	1.06	0.013	0.069	0.103	0.017	8.712	0.129	0.300	0.463	0.072	37.852		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	87.50%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1952				12043.5	40987.6	#N/A	#N/A	284	10.8	19.5	0.01%	0.68	5.10	5.10	1.00	0.040	0.078	0.137	0.022	6.075	0.170	0.328	0.461	0.079	25.571		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	91.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1953				12101.5	40990.6	#N/A	#N/A	284	13.5	43.3	0.01%	0.65	6.88	7.93	1.15	0.044	0.097	0.157	0.025	16.849	0.090	0.338	0.570	0.093	58.459		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	94.03%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1954				12123.5	40989.1	#N/A	#N/A	284	5.4	23.8	0.01%	0.75	5.00	6.00	1.20	0.056	0.110	0.157	0.023	10.468	0.135	0.347	0.480	0.083	32.996		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	96.91%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1955				12155.5	40990.6	#N/A	#N/A	#N/A	3.4	62.3	0.03%	0.62	8.20	10.26	1.25	0.025	0.110	0.204	0.038	27.384	0.172	0.506	0.731	0.117	126.061		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	99.78%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1956				12118.0	40991.6	#N/A	#N/A	284	10.1	31.5	0.01%	0.66	6.00	7.00	1.17	0.039	0.081	0.143	0.022	10.208	0.128	0.304	0.461	0.077	38.349		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	88.32%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1957				12057.0	40992.6	#N/A	#N/A	284	25.1	18.8	0.01%	0.73	5.00	5.00	1.00	0.039	0.088	0.130	0.024	6.587	0.119	0.296	0.468	0.082	22.202		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	66.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1958				12132.0	40995.1	#N/A	#N/A	284	9.2	55.3	0.02%	0.62	7.69	9.09	1.18	0.020	0.075	0.140	0.025	16.672	0.104	0.242	0.457	0.074	53.386		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	97.66%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1959				12036.0	40996.6	#N/A	#N/A	284	5.4	64.0	0.02%	0.70	9.01	9.02	1.00	0.017	0.081	0.126	0.022	20.812	0.072	0.264	0.409	0.073	67.537		27_Scan1	27_Scan1_[12269,41280]	0	0	0	0	98.22%	
